                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.33384,                 0.2338,                0.82189,                 0.9925,                0.96154,                0.97285,                0.81866,                 1.0091,                0.53195,                 1.0635,             0.00017662,             0.00017662,             0.00017662
                    312,                0.33295,                0.24148,                0.81819,                0.99519,                0.96154,                 0.9691,                0.81755,                 1.0057,                0.53582,                 1.0736,             0.00017572,             0.00017572,             0.00017572
                    313,                0.31653,                0.23122,                0.82691,                0.99348,                0.96154,                0.98275,                0.83881,                0.97531,                0.54689,                 1.0613,             0.00017482,             0.00017482,             0.00017482
                    314,                0.32862,                0.23671,                0.82143,                0.99416,                0.96154,                 0.9684,                0.82399,                0.96308,                0.53204,                 1.0779,             0.00017392,             0.00017392,             0.00017392
                    315,                0.32243,                 0.2386,                0.81384,                0.99377,                0.96154,                0.96874,                0.82642,                0.96969,                 0.5807,                 1.0453,             0.00017302,             0.00017302,             0.00017302
                    316,                0.31557,                 0.2348,                0.82218,                0.98791,                0.95724,                 0.9775,                0.83172,                0.90731,                 0.4816,                 1.0274,             0.00017212,             0.00017212,             0.00017212
                    317,                0.31927,                 0.2302,                0.82029,                0.99372,                0.96154,                0.98676,                0.83883,                 1.0131,                0.51167,                 1.0371,             0.00017122,             0.00017122,             0.00017122
                    318,                0.31624,                0.23001,                0.83096,                 0.9763,                0.96154,                0.97898,                0.82359,                0.98939,                0.51356,                 1.0244,             0.00017032,             0.00017032,             0.00017032
                    319,                0.32818,                0.23915,                0.82264,                0.96515,                0.95946,                0.98128,                0.83005,                  1.023,                0.58419,                 1.0452,             0.00016941,             0.00016941,             0.00016941
                    320,                0.31933,                0.23174,                0.81942,                0.96813,                0.95963,                0.98764,                0.84904,                0.95004,                0.58837,                 1.0237,             0.00016851,             0.00016851,             0.00016851
                    321,                0.32728,                0.24064,                0.81993,                 0.9714,                0.96032,                0.98844,                 0.8572,                0.95797,                0.51841,                0.98485,             0.00016761,             0.00016761,             0.00016761
                    322,                0.30832,                0.22704,                 0.8251,                0.97283,                 0.9607,                0.99033,                0.85928,                0.89995,                0.42869,                0.98408,             0.00016671,             0.00016671,             0.00016671
                    323,                0.31047,                0.23493,                0.82365,                0.97215,                0.96077,                0.98676,                0.86076,                0.90935,                0.47544,                 1.0139,             0.00016581,             0.00016581,             0.00016581
                    324,                 0.3243,                0.23632,                 0.8232,                0.97488,                0.96154,                0.98844,                0.83603,                0.94785,                0.44658,                 1.0094,             0.00016491,             0.00016491,             0.00016491
                    325,                0.31672,                0.23313,                 0.8153,                0.96782,                0.95977,                0.98007,                0.83207,                0.98776,                0.48069,                 1.0104,             0.00016401,             0.00016401,             0.00016401
                    326,                0.30458,                0.22509,                0.81744,                0.97101,                0.96046,                 0.9704,                0.82086,                 1.0083,                  0.521,                 1.0451,             0.00016311,             0.00016311,             0.00016311
                    327,                0.31435,                0.23427,                0.82071,                0.97245,                 0.9606,                0.97012,                0.84181,                 1.0296,                 0.5866,                 1.0476,             0.00016221,             0.00016221,             0.00016221
                    328,                0.32442,                0.23825,                0.83029,                0.96282,                0.95943,                0.96633,                 0.8419,                 1.0079,                0.55012,                  1.041,             0.00016131,             0.00016131,             0.00016131
                    329,                  0.319,                 0.2432,                 0.8277,                 0.9716,                0.92308,                0.95652,                0.82498,                 1.0062,                0.48632,                 1.0423,             0.00016041,             0.00016041,             0.00016041
                    330,                0.30698,                 0.2194,                0.81688,                0.96269,                0.95903,                0.96192,                0.83589,                0.99443,                0.45555,                 1.0109,              0.0001595,              0.0001595,              0.0001595
                    331,                0.30295,                0.22916,                0.82282,                0.96773,                0.95968,                0.97205,                0.84163,                0.95122,                0.42979,                 1.0063,              0.0001586,              0.0001586,              0.0001586
                    332,                0.30176,                 0.2213,                0.81513,                 0.9749,                0.96154,                0.98528,                0.84035,                0.97901,                0.44513,                 1.0212,              0.0001577,              0.0001577,              0.0001577
                    333,                0.30533,                0.22342,                0.81466,                0.96889,                0.95996,                0.98028,                0.82723,                0.93029,                 0.4697,                 1.0197,              0.0001568,              0.0001568,              0.0001568
                    334,                0.31358,                 0.2317,                0.82549,                0.96586,                 0.9596,                 0.9579,                0.82524,                0.93275,                0.47717,                 1.0175,              0.0001559,              0.0001559,              0.0001559
                    335,                0.30405,                0.22629,                0.81314,                 0.9713,                0.96055,                0.96285,                0.84795,                0.94754,                0.50285,                0.99744,               0.000155,               0.000155,               0.000155
                    336,                0.29854,                0.22811,                0.82762,                0.99371,                0.96154,                0.97285,                0.85334,                 1.0013,                0.66242,                 1.0707,              0.0001541,              0.0001541,              0.0001541
                    337,                0.30627,                0.23241,                0.81723,                0.99368,                0.96154,                0.97092,                0.83937,                0.96235,                0.54769,                 1.0245,              0.0001532,              0.0001532,              0.0001532
                    338,                0.31172,                0.23147,                0.81428,                0.97344,                0.92308,                0.93164,                0.81026,                0.97759,                0.62575,                 1.0064,              0.0001523,              0.0001523,              0.0001523
                    339,                0.30284,                0.22511,                0.81591,                0.99382,                0.96154,                0.97285,                0.85577,                 0.9669,                0.55633,                0.97935,              0.0001514,              0.0001514,              0.0001514
                    340,                0.30847,                0.23636,                0.81981,                0.99377,                0.96154,                0.97149,                0.84346,                0.95826,                 0.5144,                0.99883,              0.0001505,              0.0001505,              0.0001505
                    341,                0.29379,                0.21983,                0.80695,                0.99304,                0.96154,                0.97092,                0.83496,                0.94701,                0.55329,                0.99697,             0.00014959,             0.00014959,             0.00014959
                    342,                0.29948,                0.22691,                0.81746,                0.99309,                0.96154,                0.96993,                0.84355,                0.88895,                0.47551,                  0.965,             0.00014869,             0.00014869,             0.00014869
                    343,                0.29893,                0.22181,                0.81497,                0.99286,                0.96154,                0.97149,                0.84762,                 0.9241,                0.45006,                0.99597,             0.00014779,             0.00014779,             0.00014779
                    344,                0.31081,                0.22374,                 0.8191,                0.99234,                0.96154,                 0.9756,                0.85011,                0.96581,                0.48968,                0.97626,             0.00014689,             0.00014689,             0.00014689
                    345,                0.29023,                0.22251,                0.81711,                0.99242,                0.96154,                 0.9704,                0.82562,                 1.0169,                0.51422,                 1.0369,             0.00014599,             0.00014599,             0.00014599
                    346,                0.29873,                0.22204,                0.82314,                0.99305,                0.96154,                0.98275,                0.85828,                0.99345,                0.51868,                 1.0401,             0.00014509,             0.00014509,             0.00014509
                    347,                0.30396,                0.22299,                 0.8182,                0.99301,                0.96154,                0.99033,                0.83392,                0.98051,                0.49633,                  1.059,             0.00014419,             0.00014419,             0.00014419
                    348,                 0.2959,                 0.2233,                0.81635,                0.99302,                0.96154,                0.98528,                0.84395,                0.96128,                0.44034,                 1.0668,             0.00014329,             0.00014329,             0.00014329
                    349,                0.30086,                0.22565,                0.82089,                 0.9933,                0.96154,                0.97149,                  0.832,                0.93446,                0.43431,                 1.0455,             0.00014239,             0.00014239,             0.00014239
                    350,                0.29658,                0.21758,                0.81249,                0.99328,                0.96154,                0.97213,                0.82866,                0.97708,                0.48279,                 1.0163,             0.00014149,             0.00014149,             0.00014149
                    351,                0.29629,                0.21555,                0.81135,                0.99432,                0.96154,                0.97149,                0.83709,                  1.019,                0.50745,                 1.0482,             0.00014059,             0.00014059,             0.00014059
                    352,                0.30345,                0.22289,                0.81503,                0.99371,                0.96154,                0.97285,                0.85045,                  1.002,                0.43639,                 1.0552,             0.00013969,             0.00013969,             0.00013969
                    353,                0.29602,                0.21122,                0.81821,                0.99329,                0.96154,                0.97149,                 0.8398,                 1.0171,                0.46951,                 1.0443,             0.00013878,             0.00013878,             0.00013878
                    354,                0.28958,                0.21372,                 0.8162,                0.99343,                0.96154,                0.97978,                0.85372,                 1.0582,                0.52284,                 1.0777,             0.00013788,             0.00013788,             0.00013788
                    355,                0.28413,                0.20505,                0.81498,                0.99326,                0.96154,                0.98528,                0.84936,                0.96909,                0.61628,                 1.0647,             0.00013698,             0.00013698,             0.00013698
                    356,                 0.3004,                0.22202,                0.82001,                0.99342,                0.96154,                0.99033,                0.86806,                0.97534,                 0.6526,                 1.0228,             0.00013608,             0.00013608,             0.00013608
                    357,                 0.2948,                0.21786,                0.81981,                 0.9665,                0.95945,                0.98075,                0.82729,                 1.0792,                0.71099,                 1.0826,             0.00013518,             0.00013518,             0.00013518
                    358,                0.28297,                0.21112,                0.81435,                0.97745,                0.96154,                0.97213,                0.83469,                 1.0488,                0.70643,                 1.1072,             0.00013428,             0.00013428,             0.00013428
                    359,                 0.2867,                0.21249,                0.81623,                0.99637,                0.96154,                0.99033,                0.84808,                 1.0084,                0.67247,                 1.1288,             0.00013338,             0.00013338,             0.00013338
                    360,                0.29094,                0.22036,                 0.8253,                0.99486,                0.96154,                0.99033,                0.85828,                0.99825,                 0.6778,                 1.1043,             0.00013248,             0.00013248,             0.00013248
                    361,                 0.2804,                0.21024,                0.81124,                0.97688,                0.96154,                0.98844,                0.84693,                0.97434,                0.66111,                 1.0745,             0.00013158,             0.00013158,             0.00013158
                    362,                0.28429,                0.20776,                0.81276,                0.97272,                0.96024,                0.98087,                0.84137,                0.99956,                0.66941,                 1.0874,             0.00013068,             0.00013068,             0.00013068
                    363,                 0.2946,                0.21185,                0.82408,                0.96623,                0.95924,                0.96592,                0.82581,                 1.0195,                0.70187,                 1.0888,             0.00012978,             0.00012978,             0.00012978
                    364,                0.28463,                0.21503,                0.81262,                0.97665,                0.96154,                0.98676,                0.84179,                 1.0251,                0.70232,                 1.1135,             0.00012887,             0.00012887,             0.00012887
                    365,                0.29061,                0.21342,                0.81592,                0.99559,                0.96154,                0.98528,                0.83428,                 1.0109,                0.68126,                 1.1008,             0.00012797,             0.00012797,             0.00012797
                    366,                0.29006,                0.21163,                0.81023,                 0.9951,                0.96154,                0.98275,                0.84905,                 1.0093,                0.67517,                 1.1095,             0.00012707,             0.00012707,             0.00012707
                    367,                0.29363,                0.20994,                0.81371,                 0.9962,                0.96154,                0.96993,                0.83495,                 1.0087,                0.64262,                 1.0872,             0.00012617,             0.00012617,             0.00012617
                    368,                0.29222,                 0.2116,                0.81628,                0.97576,                0.96154,                0.97069,                 0.8476,                 0.9467,                0.60306,                 1.0514,             0.00012527,             0.00012527,             0.00012527
                    369,                 0.2814,                0.21606,                0.81514,                0.99505,                0.96154,                0.97092,                0.84801,                0.96919,                0.52452,                 1.0684,             0.00012437,             0.00012437,             0.00012437
                    370,                0.27155,                0.20272,                0.81215,                0.99413,                0.96154,                0.97149,                0.84095,                0.98087,                0.43747,                 1.0762,             0.00012347,             0.00012347,             0.00012347
                    371,                 0.2921,                0.21243,                0.82185,                 0.9735,                0.96146,                0.96785,                0.83345,                 1.0081,                 0.5658,                 1.0773,             0.00012257,             0.00012257,             0.00012257
                    372,                0.28696,                 0.2083,                0.81504,                0.96352,                0.95937,                0.96735,                0.82957,                0.99867,                0.62307,                 1.0359,             0.00012167,             0.00012167,             0.00012167
                    373,                0.27478,                0.20137,                0.80891,                0.97421,                0.92308,                0.96539,                0.82593,                0.99028,                 0.6172,                 1.0279,             0.00012077,             0.00012077,             0.00012077
                    374,                0.27206,                 0.2011,                0.80752,                 0.9674,                0.95966,                0.97248,                0.83598,                 1.0192,                0.66334,                 1.0457,             0.00011987,             0.00011987,             0.00011987
                    375,                0.28544,                0.20709,                0.82014,                0.97359,                0.96154,                0.97695,                0.84754,                 0.9864,                 0.5776,                 1.0428,             0.00011896,             0.00011896,             0.00011896
                    376,                0.27621,                 0.1986,                 0.8133,                0.99391,                0.96154,                0.98275,                0.85023,                0.95907,                0.51742,                 1.0486,             0.00011806,             0.00011806,             0.00011806
                    377,                0.27276,                0.20239,                0.80542,                0.99464,                0.96154,                0.97092,                0.84255,                0.94431,                0.52156,                 1.0458,             0.00011716,             0.00011716,             0.00011716
                    378,                0.27887,                0.20709,                0.81522,                0.99439,                0.96154,                0.97149,                0.85155,                0.97389,                0.51358,                 1.0545,             0.00011626,             0.00011626,             0.00011626
                    379,                0.28108,                0.20735,                0.81339,                0.99486,                0.96154,                 0.9704,                0.84327,                0.97234,                0.49891,                 1.0338,             0.00011536,             0.00011536,             0.00011536
                    380,                0.27713,                0.20255,                0.81564,                0.99488,                0.96154,                 0.9704,                0.83336,                0.97307,                0.49344,                 1.0589,             0.00011446,             0.00011446,             0.00011446
                    381,                0.26896,                0.20876,                0.80782,                0.96575,                 0.9596,                0.98713,                0.84411,                0.99819,                0.59462,                 1.0877,             0.00011356,             0.00011356,             0.00011356
                    382,                0.27432,                0.20295,                0.80669,                0.96466,                0.95952,                0.97995,                0.82953,                0.99751,                0.66551,                 1.0999,             0.00011266,             0.00011266,             0.00011266
                    383,                0.26778,                0.20102,                 0.8063,                0.97165,                0.96067,                 0.9751,                0.82421,                0.98587,                 0.6837,                 1.0748,             0.00011176,             0.00011176,             0.00011176
                    384,                0.27584,                0.20395,                0.81515,                0.97694,                0.96154,                 0.9917,                0.83152,                0.96449,                0.58781,                 1.0374,             0.00011086,             0.00011086,             0.00011086
                    385,                0.26586,                0.20074,                0.81229,                0.96261,                0.99729,                  0.995,                0.84869,                0.94119,                0.45873,                 1.0547,             0.00010996,             0.00010996,             0.00010996
                    386,                0.26049,                0.19691,                0.81061,                0.96273,                0.99748,                  0.995,                0.85478,                0.97711,                0.53613,                 1.0616,             0.00010905,             0.00010905,             0.00010905
                    387,                0.27064,                0.20447,                0.81161,                0.96688,                0.95971,                 0.9735,                 0.8358,                0.98564,                0.60236,                 1.0372,             0.00010815,             0.00010815,             0.00010815
                    388,                0.27289,                0.20598,                0.80899,                 0.9626,                0.95955,                 0.9751,                0.82941,                 1.0194,                0.60806,                 1.0357,             0.00010725,             0.00010725,             0.00010725
                    389,                0.26811,                0.20179,                 0.8073,                0.96262,                0.95947,                0.95375,                0.82007,                0.97856,                 0.5978,                 1.0338,             0.00010635,             0.00010635,             0.00010635
                    390,                0.26685,                0.19723,                0.81229,                0.96263,                0.95939,                0.95223,                 0.8234,                 1.0044,                0.61756,                  1.038,             0.00010545,             0.00010545,             0.00010545
                    391,                0.26161,                0.19156,                0.80338,                0.96262,                0.99636,                 0.9942,                0.84913,                 1.0205,                0.64671,                 1.0473,             0.00010455,             0.00010455,             0.00010455
                    392,                0.27212,                0.19734,                0.81478,                0.98097,                0.99097,                  0.995,                0.85627,                0.99259,                  0.634,                 1.0426,             0.00010365,             0.00010365,             0.00010365
                    393,                0.26536,                0.20111,                0.80961,                0.98119,                0.99777,                  0.995,                0.86195,                0.97279,                0.66657,                 1.0634,             0.00010275,             0.00010275,             0.00010275
                    394,                0.27043,                0.19994,                0.81187,                0.98118,                0.99579,                  0.995,                0.85426,                 0.9597,                0.57628,                 1.0534,             0.00010185,             0.00010185,             0.00010185
                    395,                0.26184,                0.19774,                0.80534,                0.98113,                0.99194,                  0.995,                  0.852,                0.97291,                0.62126,                 1.0558,             0.00010095,             0.00010095,             0.00010095
                    396,                0.26569,                0.19863,                0.80856,                0.99748,                0.96697,                  0.995,                0.85349,                0.97699,                0.57058,                 1.0622,             0.00010005,             0.00010005,             0.00010005
                    397,                0.25928,                0.19703,                0.80758,                0.96281,                0.99765,                  0.995,                0.85665,                0.95379,                0.57231,                 1.0743,             9.9144e-05,             9.9144e-05,             9.9144e-05
                    398,                 0.2715,                0.20544,                0.81388,                 0.9628,                0.99205,                 0.9942,                0.85338,                0.96065,                0.55653,                 1.0969,             9.8244e-05,             9.8244e-05,             9.8244e-05
                    399,                0.26648,                0.19877,                0.81251,                0.97093,                 0.9604,                 0.9885,                0.84625,                0.95717,                 0.5397,                 1.1406,             9.7343e-05,             9.7343e-05,             9.7343e-05
                    400,                0.26622,                0.20102,                 0.8078,                0.99348,                0.96154,                0.97365,                0.84338,                0.93626,                0.53769,                 1.0659,             9.6442e-05,             9.6442e-05,             9.6442e-05
                    401,                0.26654,                 0.1964,                0.81385,                0.99553,                0.96154,                0.97213,                 0.8356,                 0.9311,                0.61152,                 1.1019,             9.5541e-05,             9.5541e-05,             9.5541e-05
                    402,                0.26093,                0.19598,                0.81233,                0.99595,                0.96154,                0.97092,                0.83061,                0.95782,                0.69289,                 1.0857,              9.464e-05,              9.464e-05,              9.464e-05
                    403,                0.25626,                 0.1932,                 0.8135,                 0.9953,                0.96154,                 0.9704,                0.82027,                 0.9564,                  0.634,                 1.0567,             9.3739e-05,             9.3739e-05,             9.3739e-05
                    404,                0.25484,                0.18879,                0.80038,                0.99456,                0.96154,                 0.9695,                0.82909,                0.96147,                0.62273,                 1.0585,             9.2838e-05,             9.2838e-05,             9.2838e-05
                    405,                0.27264,                0.20604,                0.81775,                0.99456,                0.96154,                0.98275,                0.84763,                0.95139,                0.69267,                  1.068,             9.1937e-05,             9.1937e-05,             9.1937e-05
                    406,                0.27033,                0.19406,                0.80908,                0.99583,                0.96154,                0.98275,                0.83771,                 0.9666,                0.71639,                 1.0752,             9.1036e-05,             9.1036e-05,             9.1036e-05
                    407,                0.26652,                0.20045,                 0.8151,                0.99539,                0.96154,                0.97092,                0.82699,                0.97652,                0.65209,                  1.086,             9.0135e-05,             9.0135e-05,             9.0135e-05
                    408,                0.26013,                0.19282,                 0.8119,                0.99519,                0.96154,                0.97285,                0.83594,                0.95767,                0.63748,                 1.0928,             8.9235e-05,             8.9235e-05,             8.9235e-05
                    409,                0.25529,                0.18863,                0.80158,                0.99631,                0.96154,                0.97285,                0.84053,                0.98541,                0.61535,                 1.1028,             8.8334e-05,             8.8334e-05,             8.8334e-05
                    410,                0.24335,                 0.1857,                0.80084,                0.99541,                0.96154,                0.98844,                0.84899,                0.99629,                0.63037,                 1.1004,             8.7433e-05,             8.7433e-05,             8.7433e-05
                    411,                0.24699,                0.19203,                 0.8107,                0.99545,                0.96154,                 0.9925,                0.86457,                 1.0035,                0.68977,                 1.0818,             8.6532e-05,             8.6532e-05,             8.6532e-05
                    412,                0.25792,                 0.1945,                0.80778,                0.99566,                0.96154,                 0.9925,                0.86497,                0.97605,                0.70808,                 1.0735,             8.5631e-05,             8.5631e-05,             8.5631e-05
                    413,                0.25514,                0.19846,                  0.808,                0.99609,                0.96154,                0.99033,                0.85177,                0.97056,                0.62471,                  1.104,              8.473e-05,              8.473e-05,              8.473e-05
                    414,                0.25911,                0.19848,                0.80165,                0.98943,                0.95834,                 0.9925,                0.85557,                0.96576,                0.61888,                 1.0932,             8.3829e-05,             8.3829e-05,             8.3829e-05
                    415,                0.26406,                0.19911,                0.80532,                  0.993,                0.96154,                 0.9925,                0.85295,                0.98584,                0.70102,                 1.0766,             8.2928e-05,             8.2928e-05,             8.2928e-05
                    416,                0.25712,                0.19271,                0.80607,                0.97675,                0.96154,                0.98676,                0.85279,                0.98398,                0.71272,                 1.0604,             8.2027e-05,             8.2027e-05,             8.2027e-05
                    417,                0.25425,                 0.1944,                0.80848,                 0.9751,                0.96154,                0.98676,                 0.8552,                0.96645,                0.63955,                 1.0625,             8.1127e-05,             8.1127e-05,             8.1127e-05
                    418,                0.25804,                 0.1936,                0.80786,                0.97931,                 0.9613,                0.98275,                0.85834,                0.96591,                0.62507,                 1.0608,             8.0226e-05,             8.0226e-05,             8.0226e-05
                    419,                0.25307,                0.18893,                0.81497,                0.99445,                0.96154,                0.96993,                0.84845,                 1.0008,                0.66205,                 1.0833,             7.9325e-05,             7.9325e-05,             7.9325e-05
                    420,                0.25153,                 0.1879,                0.80275,                0.99639,                0.96154,                 0.9684,                0.83623,                0.98009,                0.70719,                 1.0541,             7.8424e-05,             7.8424e-05,             7.8424e-05
                    421,                0.24093,                0.17393,                0.80279,                0.99552,                0.96154,                 0.9775,                0.84646,                 0.9834,                0.73228,                 1.0306,             7.7523e-05,             7.7523e-05,             7.7523e-05
                    422,                0.25232,                0.18698,                0.80296,                0.99542,                0.96154,                 0.9704,                0.83856,                  0.999,                0.75128,                 1.0147,             7.6622e-05,             7.6622e-05,             7.6622e-05
                    423,                0.25825,                0.18899,                0.81788,                0.99475,                0.96154,                0.97092,                0.83798,                 1.0183,                0.63003,                 1.0269,             7.5721e-05,             7.5721e-05,             7.5721e-05
                    424,                0.24812,                0.18737,                0.80409,                 0.9945,                0.96154,                0.97149,                0.83973,                0.96775,                   0.55,                 1.0122,              7.482e-05,              7.482e-05,              7.482e-05
                    425,                0.24831,                0.18292,                0.80307,                0.99514,                0.96154,                0.97149,                0.83689,                 0.9617,                0.58948,                 1.0037,             7.3919e-05,             7.3919e-05,             7.3919e-05
                    426,                0.25159,                0.18628,                0.80975,                0.99358,                0.96154,                0.97092,                 0.8422,                0.96965,                0.69682,                  1.037,             7.3018e-05,             7.3018e-05,             7.3018e-05
                    427,                0.25155,                0.18917,                0.80437,                0.99591,                0.96154,                 0.9704,                0.83835,                0.97293,                 0.7015,                 1.0406,             7.2118e-05,             7.2118e-05,             7.2118e-05
                    428,                0.25647,                0.19465,                 0.8138,                0.99502,                0.96154,                 0.9704,                0.84093,                0.96476,                0.70274,                 1.0344,             7.1217e-05,             7.1217e-05,             7.1217e-05
                    429,                0.24925,                0.18122,                0.81336,                0.99471,                0.96154,                0.97213,                0.84708,                0.95655,                0.69249,                 1.0309,             7.0316e-05,             7.0316e-05,             7.0316e-05
                    430,                0.25074,                0.18561,                0.80584,                0.99519,                0.96154,                0.97213,                0.85227,                0.94193,                0.66711,                 1.0538,             6.9415e-05,             6.9415e-05,             6.9415e-05
                    431,                0.24104,                0.18008,                 0.7985,                0.97527,                0.96068,                0.97285,                0.83593,                0.94007,                0.66236,                 1.0498,             6.8514e-05,             6.8514e-05,             6.8514e-05
                    432,                0.23252,                0.17575,                0.80447,                0.96643,                0.95969,                0.97205,                0.85121,                0.94022,                0.61579,                 1.0378,             6.7613e-05,             6.7613e-05,             6.7613e-05
